Join Name	DB_NoveV9	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Fountoulakis2003	Corbin2003	Taoka2004	Butland2005	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	No files found in	DB_NoveV9 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Fountoulakis2003 Duplicates	Corbin2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates
P0ABF8	1						1						1	1	1							1		1			1	1			1				10	1						1						1	1	1							1		1			2	1			2				PGSA_ECOLI
P0ABG1	1																																		1	1																																		CDSA_ECOLI
P0ABG4	1																1										1				1				4	1																1										2				2				FTSW_ECOLI
P0ABG7	1						1		1								1										1	1			1				7	1						1		1								1										2	1			2				RODA_ECOLI
P0ABH0	1					1		1	1	1							1										1	1			1				9	1					1		1	1	1							1										2	1			2				FTSA_ECOLI
P0ABH4	1																																		1	1																																		MRED_ECOLI
P0ABH7	1			1			1	1	1	1			1	1	1		1	1			1						1	1			1			1	16	1			1			1	1	1	1			1	1	1		1	1			1						2	1			2			1	CISY_ECOLI
P0ABH9	1			1		1	1	1	1					1			1										1	1			1				11	1			1		1	1	1	1					1			1										2	1			2				CLPA_ECOLI
P0ABI4	1							1									1					1					1	1			1		1		8	1							1									1					1					2	1			2		1		CORA_ECOLI
P0ABI8	1			1				1					1	1	1		1				1	1		1			1	1			1		1		14	1			1				1					1	1	1		1				1	1		1			2	1			2		1		CYOB_ECOLI
P0ABJ1	1			1			1	1			1	1	1		1		1				1	1		1			1	1			1		1	1	17	1			1			1	1			1	1	1		1		1				1	1		1			2	1			2		1	1	CYOA_ECOLI
P0ABJ3	1																					1		1											3	1																					1		1											CYOC_ECOLI
P0ABJ6	1																					1		1											3	1																					1		1											CYOD_ECOLI
P0ABJ9	1			1			1	1			1	1	1		1		1	1		1	1	1		1			1	1			1		1		18	1			1			1	1			1	1	1		1		1	1		1	1	1		1			2	1			2		1		CYDA_ECOLI
P0ABK2	1							1				1					1					1		1			1	1			1				9	1							1				1					1					1		1			2	1			2				CYDB_ECOLI
P0ABK5	1			1	1	1	1	1	1	1			1	1	1		1	1						1	1		1	1			1	1			19	1			1	1	1	1	1	1	1			1	1	1		1	1						1	1		1	1			1	1			CYSK_ECOLI
P0ABK7	1																										1				1				3	1																										1				1				CSGB_ECOLI
P0ABK9	1													1													1				1				4	1													1													1				1				NRFA_ECOLI
P0ABL1	1																										1				1				3	1																										2				2				NRFB_ECOLI
P0ABL3	1																																		1	1																																		NAPB_ECOLI
P0ABL5	1													1														1							3	1													1														1							NAPC_ECOLI
P0ABL8	1								1																										2	1								1																										CCMB_ECOLI
P0ABM1	1																										1				1				3	1																										2				2				CCMC_ECOLI
P0ABM5	1																																		1	1																																		CCMD_ECOLI
P0ABM9	1								1					1						1							1	1			1				7	1								1					1						1							2	1			2				CCMH_ECOLI
P0ABN1	1																					1					1	1			1				5	1																					1					2	1			2				KDGL_ECOLI
P0ABN5	1						1	1									1					1					1	1			1				8	1						1	1									1					1					2	1			2				DCUA_ECOLI
P0ABN9	1																					1					1				1				4	1																					1					2				2				DCUB_ECOLI
P0ABP3	1													1								1					1				1				5	1													1								1					2				2				DCUC_ECOLI
P0ABP6	1								1								1										1	1			1				6	1								1								1										2	1			2				DEDA_ECOLI
P0ABP8	1			1	1	1	1	1						1				1									1	1			1			1	12	1			1	1	1	1	1						1				1									2	1			2			1	DEOD_ECOLI
P0ABQ0	1							1	1	1				1													1	1			1				8	1							1	1	1				1													2	1			2				COABC_ECOLI
P0ABQ2	1			1				1						1										1			1	1			1				8	1			1				1						1										1			2	1			2				GARR_ECOLI
P0ABQ4	1				1		1	1	1	1																		1							7	1				1		1	1	1	1																		1							DYR_ECOLI
P0ABR1	1																																		1	1																																		DINI_ECOLI
P0ABR5	1													1																					2	1													1																					HCAE_ECOLI
P0ABR7	1																																		1	1																																		YEAW_ECOLI
P0ABR9	1																																		1	1																																		MHPB_ECOLI
P0ABS1	1				1			1		1				1				1										1							7	1				1			1		1				1				1										1							DKSA_ECOLI
P0ABS5	1							1	1					1														1							5	1							1	1					1														1							PRIM_ECOLI
P0ABS8	1			1					1					1													1				1				6	1			1					1					1													1				1				HOLE_ECOLI
P0ABT2	1		1	1	1	1	1	1	1	1			1	1	1	1	1	1			1	1		1			1	1			1				21	1		1	1	1	1	1	1	1	1			1	1	1	1	1	1			1	1		1			2	1			2				DPS_ECOLI
P0ABT5	1													1																					2	1													1																					DUSB_ECOLI
P0ABT8	1																																		1	1																																		YIJE_ECOLI
P0ABU0	1			1				1	1	1			1	1	1	1											1	1			1				12	1			1				1	1	1			1	1	1	1											2	1			2				MENB_ECOLI
P0ABU2	1				1		1	1		1			1		1		1							1			1	1			1				12	1				1		1	1		1			1		1		1							1			2	1			2				ENGD_ECOLI
P0ABU5	1						1	1		1								1									1	1			1				8	1						1	1		1								1									1	1			1				ELBB_ECOLI
P0ABU7	1						1										1	1				1					1	1			1		1		9	1						1										1	1				1					2	1			2		1		EXBB_ECOLI
P0ABU9	1						1										1					1					1	1			1		1		8	1						1										1					1					2	1			2		1		TOLQ_ECOLI
P0ABV2	1						1										1					1						1							5	1						1										1					1						1							EXBD_ECOLI
P0ABV6	1								1								1										1	1			1		1		7	1								1								1										2	1			2		1		TOLR_ECOLI
P0ABW0	1																																		1	1																																		HCAC_ECOLI
P0ABW3	1																																		1	1																																		YFAE_ECOLI
P0ABW5	1																																		1	1																																		SFMA_ECOLI
P0ABW9	1			1									1		1						1														5	1			1									1		1						1														FLGB_ECOLI
P0ABX2	1													1														1							3	1													1														1							FLGC_ECOLI
P0ABX5	1									1																		1							3	1									1																		1							FLGG_ECOLI
P0ABX8	1													1			1					1													4	1													1			1					1													FLIL_ECOLI
P0ABY2	1													1																					2	1													1																					FLIT_ECOLI
P0ABY4	1													1																					2	1													1																					FLAW_ECOLI
P0ABY7	1																																		1	1																																		FLHC_ECOLI
P0ABZ1	1									1				1								1						1						1	6	1									1				1								1						1						1	FLIG_ECOLI
P0ABZ4	1							1						1														1							4	1							1						1														1							KDSC_ECOLI
P0ABZ6	1			1	1		1	1	1	1				1											1		1	1			1				12	1			1	1		1	1	1	1				2											1		2	1			2				SURA_ECOLI
P0AC00	1													1																					2	1													1																					FRLB_ECOLI
P0AC02	1			1			1	1		1		1	1	1	1	1	1				1	1		1			1	1	1		1	1			19	1			1			1	1		1		1	1	1	1	1	1				1	1		1			2	1	1		2	1			YFIO_ECOLI
P0AC05	1																					1					1				1				4	1																					1					1				1				FLIP_ECOLI
P0AC07	1													1																					2	1													1																					FLIQ_ECOLI
P0AC13	1			1			1	1	1																		1	1			1				8	1			1			1	1	1																		2	1			2				DHPS_ECOLI
P0AC16	1							1						1																					3	1							1						1																					FOLB_ECOLI
P0AC19	1			1			1	1						1														1						1	7	1			1			1	1						1														1						1	FOLX_ECOLI
P0AC23	1								1								1					1					1	1			1				7	1								1								1					1					2	1			2				FOCA_ECOLI
P0AC26	1																																		1	1																																		NIRC_ECOLI
P0AC28	1								1																										2	1								1																										YGFA_ECOLI
P0AC30	1						1	1						1			1					1					1	1			1		1		10	1						1	1						1			1					1					2	1			2		1		FTSX_ECOLI
P0AC33	1			1		1	1	1	1				1	1	1			1						1			1	1			1			1	15	1			1		1	1	1	1				1	1	1			1						1			2	1			2			1	FUMA_ECOLI
P0AC35	1													1																					2	1													1																					TTDB_ECOLI
P0AC38	1			1		1	1	1	1	1			1		1	1		1									1	1			1				14	1			1		1	1	1	1	1			1		1	1		1									2	1			2				ASPA_ECOLI
P0AC41	1			1		1	1	1		1		1	1	1	1		1				1	1		1			1	1			1	1		1	19	1			1		1	1	1		1		1	1	1	1		1				1	1		1			2	1			2	1		1	DHSA_ECOLI
P0AC44	1						1						1		1						1	1					1	1			1				9	1						1						1		1						1	1					2	1			2				DHSD_ECOLI
P0AC47	1			1		1	1	1		1						1		1				1					1	1			1	1			13	1			1		1	1	1		1						1		1				1					2	1			2	1			FRDB_ECOLI
P0AC51	1							1						1														1							4	1							1						1														1							ZUR_ECOLI
P0AC53	1			1		1	1	1	1					1				1									1	1			1				11	1			1		1	1	1	1					1				1									2	1			2				G6PD_ECOLI
P0AC55	1						1		1	1				1								1						1							7	1						1		1	1				1								1						1							GLNK_ECOLI
P0AC59	1			1			1	1						1													1	1			1				8	1			1			1	1						1													2	1			2				GLRX2_ECOLI
P0AC62	1						1	1						1														1							5	1						1	1						1														1							GLRX3_ECOLI
P0AC65	1																																		1	1																																		NRDH_ECOLI
P0AC69	1			1			1	1	1	1																		1							7	1			1			1	1	1	1																		1							GLRX4_ECOLI
P0AC73	1													1																					2	1													1																					EBGC_ECOLI
P0AC75	1								1								1										1	1			1				6	1								1								1										2	1			2				KDTA_ECOLI
P0AC78	1								1													1					1				1				5	1								1													1					2				2				WECA_ECOLI
P0AC81	1								1					1														1							4	1								1					1														1							LGUL_ECOLI
P0AC84	1			1			1	1	1																			1							6	1			1			1	1	1																			1							GLO2_ECOLI
P0AC86	1						1	1	1																		1	1			1				7	1						1	1	1																		2	1			2				PHSG_ECOLI
P0AC88	1													1																					2	1													1																					GM4D_ECOLI
P0AC92	1													1																					2	1													1																					GNSA_ECOLI
P0AC94	1																																		1	1																																		GNTP_ECOLI
P0AC96	1																			1															2	1																			1															GNTU_ECOLI
P0AC98	1																																		1	1																																		YAAH_ECOLI
P0ACA1	1							1																			1				1				4	1							1																			1				1				YIBF_ECOLI
P0ACA3	1			1		1	1	1	1	1						1	1	1									1	1			1			1	14	1			1		1	1	1	1	1						1	1	1									1	1			1			1	SSPA_ECOLI
P0ACA7	1			1		1	1	1					1		1		1										1	1			1			1	12	1			1		1	1	1					1		1		1										2	1			2			1	YLIJ_ECOLI
P0ACB0	1			1			1	1	1	1			1	1	1						1						1	1			1			1	14	1			1			1	1	1	1			1	1	1						1						2	1			2			1	DNAB_ECOLI
P0ACB2	1			1	1		1	1						1				1									1	1			1				10	1			1	1		1	1						1				1									2	1			2				HEM2_ECOLI
P0ACB4	1							1						1			1					1					1	1			1		1		9	1							1						1			1					1					2	1			2		1		HEMG_ECOLI
P0ACB7	1						1	1									1					1		1			1	1			1				9	1						1	1									1					1		1			2	1			2				HEMY_ECOLI
P0ACC1	1													1																					2	1													1																					HEMK_ECOLI
P0ACC3	1						1	1		1																		1							5	1						1	1		1																		1							ERPA_ECOLI
P0ACC7	1			1			1	1	1	1				1				1									1	1			1				11	1			1			1	1	1	1				1				1									2	1			2				GLMU_ECOLI
P0ACC9	1								1																										2	1								1																										WCAB_ECOLI
P0ACD2	1													1																					2	1													1																					WCAF_ECOLI
P0ACD4	1						1	1		1				1														1							6	1						1	1		1				1														1							NIFU_ECOLI
P0ACD8	1			1		1	1							1		1		1									1	1			1				10	1			1		1	1							1		1		1									2	1			2				MBHL_ECOLI
P0ACE0	1			1		1		1	1		1			1			1	1				1					1	1			1				13	1			1		1		1	1		1			1			1	1				1					2	1			2				MBHM_ECOLI
P0ACE3	1			1										1																					3	1			1										1																					HHA_ECOLI
P0ACE7	1						1	1	1					1														1							6	1						1	1	1					1														1							HINT_ECOLI
P0ACF0	1						1	1	1					1				1									1	1			1				9	1						1	1	1					1				1									2	1			2				DBHA_ECOLI
P0ACF8	1						1	1	1	1			1	1	1			1			1						1	1			1				13	1						1	1	1	1			1	1	1			1			1						2	1			2				HNS_ECOLI
P0ACG1	1			1			1	1	1					1													1	1			1				9	1			1			1	1	1					1													2	1			2				STPA_ECOLI
P0ACG8	1								1					1																					3	1								1					1																					HSLR_ECOLI
P0ACH1	1													1																					2	1													1																					SFSB_ECOLI
P0ACH5	1								1					1																					3	1								1					1																					MARA_ECOLI
P0ACH8	1								1					1																					3	1								1					1																					MELR_ECOLI
P0ACI0	1			1			1	1	1					1													1	1			1				9	1			1			1	1	1					1													2	1			2				ROB_ECOLI
P0ACI3	1																										1				1				3	1																										2				2				XYLR_ECOLI
P0ACI6	1																																		1	1																																		ASNC_ECOLI
P0ACJ0	1			1			1	1						1													1	1			1				8	1			1			1	1						1													2	1			2				LRP_ECOLI
P0ACJ5	1													1																					2	1													1																					YBAO_ECOLI
P0ACJ8	1			1		1	1	1	1																		1	1			1				9	1			1		2	1	1	1																		2	1			2				CRP_ECOLI
P0ACK2	1								1																		1				1				4	1								1																		1				1				AGAR_ECOLI
P0ACK5	1			1										1														1							4	1			1										1														1							DEOR_ECOLI
P0ACK8	1																																		1	1																																		FUCR_ECOLI
P0ACL0	1						1	1						1													1	1			1				7	1						1	1						1													1	1			1				GLPR_ECOLI
P0ACL2	1							1						1														1							4	1							1						1														1							EXUR_ECOLI
P0ACL5	1													1														1							3	1													1														1							GLCC_ECOLI
P0ACL7	1													1																					2	1													1																					LLDR_ECOLI
P0ACL9	1									1				1														1							4	1									1				1														1							PDHR_ECOLI
P0ACM2	1			1										1																					3	1			1										1																					YDFH_ECOLI
P0ACM5	1													1																					2	1													1																					YEGW_ECOLI
P0ACM9	1			1										1																					3	1			1										1																					YIHL_ECOLI
P0ACN2	1																																		1	1																																		YTFH_ECOLI
P0ACN4	1						1	1	1					1														1							6	1						1	1	1					1														1							ALLR_ECOLI
P0ACN7	1			1										1																					3	1			1										1																					CYTR_ECOLI
P0ACP1	1					1	1	1	1								1										1	1			1				9	1					1	1	1	1								1										2	1			2				FRUR_ECOLI
P0ACP5	1			1				1		1				1													1	1			1				8	1			1				1		1				1													1	1			1				GNTR_ECOLI
P0ACP7	1			1			1	1		1				1													1	1			1				9	1			1			1	1		1				1													2	1			2				PURR_ECOLI
P0ACQ0	1													1													1				1				4	1													1													1				1				RBSR_ECOLI
P0ACQ4	1						1	1						1			1					1					1	1			1				9	1						1	1						1			1					1					2	1			2				OXYR_ECOLI
P0ACQ7	1								1																										2	1								1																										TDCA_ECOLI
P0ACR0	1							1																											2	1							1																											ALLS_ECOLI
P0ACR2	1													1																					2	1													1																					YDHB_ECOLI
P0ACR4	1																										1	1			1				4	1																										2	1			2				YEIE_ECOLI
P0ACR7	1								1																										2	1								1																										YFER_ECOLI
P0ACR9	1			1			1	1						1													1	1			1				8	1			1			1	1						1													2	1			2				MPRA_ECOLI
P0ACS2	1																																		1	1																																		SOXR_ECOLI
P0ACS5	1								1					1																					3	1								1					1																					ZNTR_ECOLI
P0ACS7	1			1				1						1													1	1			1				7	1			1				1						1													1	1			1				RPIR_ECOLI
P0ACS9	1			1										1																					3	1			1										2																					ACRR_ECOLI
P0ACT2	1																																		1	1																																		ENVR_ECOLI
P0ACT6	1			1					1					1														1							5	1			1					1					1														1							UIDR_ECOLI
