Merge ID	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin2	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Masuda2009_fin2 Duplicates	Wang2007_fin Duplicates	Wang2007_noglucose_fin Duplicates	Oberto2009_fin Duplicates	Wei2001_fin2 Duplicates	mRNA_Taniguchi_fin Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	
P0AAR3	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YBAK_ECOLI	1.13	2	2	0			1.411507579	A	
P39830	1		1	1	1			1	5	1		1	1	1			1	B	YBAL_ECOLI			2	2	2			B	
P45807	1		1	1	1				4	1		1	1	1				A	YBAM_ECOLI			1	2	2				
P0AAR5	1		1	1	1				4	1		1	1	1				B	YBAN_ECOLI			2	2	2				
P77301	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YBAP_ECOLI			2	2	2		3.387140609	A	
P0A9T6	1		1	1	1				4	1		1	1	1				A	YBAQ_ECOLI			2	2	2				
P77400	1		1	1	1				4	1		1	1	1				B	YBAT_ECOLI			2	0					
P0AAR8	1		1	1	1				4	1		1	1	1				G	YBAV_ECOLI			0	2					
P0A9T8	1			1	1			1	4	1			1	1			1	F1	YBBA_ECOLI				2				F1	
P33668	1		1	1	1				4	1		1	1	1				I	YBBC_ECOLI			2	0	0				
P0AAS3	1		1	1	1			1	5	1		1	1	1			1	B	YBBJ_ECOLI			2	2				B	
P77307	1		1	1	1			1	5	1		1	1	1			1	B	YBBM_ECOLI			2	2	2			B	
P77395	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YBBN_ECOLI	3.83	2	2	2	2		1.626461995	A	
P0AFP4	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YBBO_ECOLI			2	2	2		1.463157289	A	
P77504	1		1	1	1			1	5	1		1	1	1			1	B	YBBP_ECOLI			0	0	0			B	
P45570	1		1	1	1				4	1		1	1	1				B	YBCI_ECOLI			0	0	0				
P0AAS7	1	1	1	1	1				5	1	1	1	1	1				A	YBCJ_ECOLI	0.53	2	0	0	0				
P77506	1		1	1	1				4	1		1	1	1				B	YBDJ_ECOLI			2	2	0				
P77806	1		1	1	1				4	1		1	1	1				A	YBDL_ECOLI			2	2					
P77316	1		1	1	1				4	1		1	1	1				B	YBDR_ECOLI			2	1					
P0AAT6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YBEB_ECOLI	0.65	2	2	2	2		6.705190672	A	
P30979	1		1	1	1				4	1		1	1	1				A	YBEF_ECOLI			0	0	0				
P77234	1		1	1	1				4	3		1	1	1				A	YBEQ_ECOLI			0	2					
P77627	1		1	1	1				4	1		1	1	1				A	YBER_ECOLI			0	0	0				
P0A898	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YBEY_ECOLI			2	2	2		5.274574786	A	
P0AAU2	1			1	1				3	1			1	1				B	YBFA_ECOLI				2	2				
P0AAU5	1			1	1				3	1			1	1				B	YBFB_ECOLI				0	0				
P28915	1		1	1	1				4	1		1	1	1				G	YBFC_ECOLI			0	0	0				
P0AAU7	1		1	1	1				4	1		1	1	1				A	YBFE_ECOLI			0	0	0				
P75737	1		1	1	1				4	1		1	1	1				I	YBFP_ECOLI			0	0	0				
P37909	1		1	1	1				4	1		1	1	1				G	YBGD_ECOLI			0	0	0				
P75746	1		1	1	1			1	5	1		1	1	1			1	A	YBGL_ECOLI			2	0				A	
P75748	1		1	1	1				4	1		1	1	1				G	YBGO_ECOLI			0	0	0				
P75749	1		1	1	1			1	5	1		1	1	1			1	G	YBGP_ECOLI			0	0	0			G	
P75750	1	1	1	1	1				5	1	1	1	1	1				H	YBGQ_ECOLI		2	0	0					
P75777	1		1	1	1			1	5	1		1	1	1			1	B	YBHG_ECOLI			2	2	2			B	
P75767	1		1	1	1			1	5	1		1	1	1			1	A	YBHK_ECOLI			2	2	2			A	
P75769	1		1	1	1				4	1		1	1	1				B	YBHM_ECOLI			0	0	0				
P75770	1		1	1	1				4	1		1	1	1				B	YBHN_ECOLI			0	0	0				
P0AAW5	1		1	1	1				4	1		1	1	1				B	YBHQ_ECOLI			2	2	2				
P30176	1			1	1				3	1			1	1				A	YBIA_ECOLI				2	2				
P0ACU0	1		1	1	1			1	5	1		1	1	1			1	B	YBIH_ECOLI			2	2	2			B	
P41039	1		1	1	1				4	1		1	1	1				A	YBII_ECOLI			0	2	0				
P0AAX3	1		1	1	1				4	1		1	1	1				G	YBIJ_ECOLI			2	0	0				
P75783	1		1	1	1			1	5	1		1	1	1			1	B	YBIO_ECOLI			2	2	2			B	
P75788	1		1	1	1				4	1		1	1	1				B	YBIR_ECOLI			2	2	0				
P75791	1		1	1	1				4	1		1	1	1				A	YBIU_ECOLI			2	0	0				
P46119	1		1	1	1				4	1		1	1	1				B	YBJC_ECOLI			2	2	2				
P75826	1		1	1	1			1	5	1		1	1	1			1	B	YBJE_ECOLI			2	0				B	
P75810	1		1	1	1				4	1		1	1	1				B	YBJJ_ECOLI			2	0	0				
P75818	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	I	YBJP_ECOLI	3.63	2	2	2			2.59390804	I	
P75821	1		1	1	1			1	5	1		1	1	1			1	A	YBJS_ECOLI			2	0				A	
P21367	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YCAC_ECOLI	5.76	2	0	2				B	
P37443	1		1	1	1				4	1		1	1	1				B	YCAI_ECOLI			0	0	0				
P43340	1		1	1	1		1		5	1		1	1	1		1		B	YCAK_ECOLI			0	0	0		0.024043001		
P75835	1		1	1	1				4	1		1	1	1				B	YCAM_ECOLI			0	2	0				
P75836	1		1	1	1				4	1		1	1	1				A	YCAN_ECOLI			0	0	0				
P75843	1		1	1	1			1	5	1		1	1	1			1	A	YCAQ_ECOLI			0	0	0			A	
P0AAZ7	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YCAR_ECOLI	1.34	2	2	2	2			A	
P0AB01	1		1	1	1			1	5	1		1	1	1			1	B	YCBC_ECOLI			2	2	2			B	
P40876	1		1	1	1				4	1		1	1	1				G	YCBF_ECOLI			2	0	2				
P75855	1		1	1	1				4	1		1	1	1				G	YCBQ_ECOLI			0	1					
P75856	1		1	1	1				4	1		1	1	1				G	YCBR_ECOLI			0	0	0				
P75857	1		1	1	1				4	1		1	1	1				H	YCBS_ECOLI			0	0	0				
P75858	1		1	1	1				4	1		1	1	1				G	YCBT_ECOLI			0	0	0				
P75859	1		1	1	1				4	1		1	1	1				G	YCBU_ECOLI			0	0	0				
P75860	1		1	1	1				4	1		1	1	1				G	YCBV_ECOLI			0	0	0				
P36661	1		1	1	1				4	1		1	1	1				A	YCCE_ECOLI			2	1					
P0AB14	1	1	1	1	1		1		6	1	1	1	1	1		1		A	YCCJ_ECOLI	6.79	2	0	2	2				
P75908	1		1	1	1				4	1		1	1	1				B	YCDT_ECOLI			2	2					
P0AB28	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	YCED_ECOLI	5.11	2	2	2	2	2	38.94068027	A	
P0AB31	1		1	1	1				4	1		1	1	1				I	YCEK_ECOLI			2	2					
P64442	1		1	1	1				4	1		1	1	1				B	YCEO_ECOLI			0	0	0				
P0AB35	1		1	1	1				4	1		1	1	1				B	YCFJ_ECOLI			2	2					
P75955	1		1	1	1				4	1		1	1	1				B	YCFT_ECOLI			0	0	0				
P75961	1		1	1	1				4	1		1	1	1				B	YCFZ_ECOLI			0	0	0				
P75989	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YCGE_ECOLI			2	2	2		7.976036793	A	
P75990	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YCGF_ECOLI			2	2				A	
P75995	1		1	1	1				4	1		1	1	1				A	YCGG_ECOLI			0	0	0				
P76002	1		1	1	1			1	5	1		1	1	1			1	G	YCGK_ECOLI			2	2	2			G	
P76017	1		1	1	1		1		5	1		1	1	1		1		H	YCGV_ECOLI			2	2	2		0.076572078		
P75988	1		1	1	1				4	1		1	1	1				A	YCGX_ECOLI			0	0					
P76012	1		1	1	1				4	1		1	1	1				A	YCGY_ECOLI			0	0	0				
P75991	1		1	1	1				4	1		1	1	1				A	YCGZ_ECOLI			0	0	0				
P0AFR2	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YCHM_ECOLI		2	0	0	0			B	
P21365	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YCIC_ECOLI	1	2	2	2	2			B	
P21363	1		1	1	1		1		5	1		1	1	1		1		A	YCIE_ECOLI			0	0	2				
P21362	1		1	1	1		1		5	1		1	1	1		1		A	YCIF_ECOLI			0	0	0				
P21361	1		1	1	1				4	2		1	1	1				A	YCIG_ECOLI			0	0	0				
P08245	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YCIH_ECOLI	0.19	2	2	2	2			A	
P0ACV4	1		1	1	1			1	5	1		1	1	1			1	B	YCIS_ECOLI			2	2	2			B	
P76035	1		1	1	1			1	5	1		1	1	1			1	A	YCIW_ECOLI			2	2				A	
P45736	1		1	1	1				4	1		1	1	1				A	YCJD_ECOLI			0	2					
P76042	1		1	1	1				4	1		1	1	1				I	YCJN_ECOLI			2	2	0				
P0AFR7	1		1	1	1				4	1		1	1	1				B	YCJO_ECOLI			1	2	0				
P77716	1		1	1	1				4	1		1	1	1				B	YCJP_ECOLI			0	0	0				
P76043	1		1	1	1				4	1		1	1	1				B	YCJQ_ECOLI			0	0	0				
P76044	1		1	1	1				4	1		1	1	1				A	YCJR_ECOLI			2	2					
P77503	1		1	1	1				4	1		1	1	1				A	YCJS_ECOLI			0	0	0				
P77154	1		1	1	1				4	1		1	1	1				A	YCJT_ECOLI			0	0	0				
P77615	1		1	1	1				4	1		1	1	1				A	YCJW_ECOLI			2	2	2				
P76049	1		1	1	1		1		5	1		1	1	1		1		A	YCJY_ECOLI			1	2	0				
P77333	1		1	1	1			1	5	1		1	1	1			1	B	YCJZ_ECOLI			2	2				B	
P77302	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YDAM_ECOLI			0	0	0			A	
P25907	1		1	1	1				4	1		1	1	1				G	YDBD_ECOLI			2	2					
P76076	1		1	1	1				4	1		1	1	1				G	YDBL_ECOLI			2	2	2				
P0ACW4	1		1	1	1				4	2		1	1	1				G	YDCA_ECOLI			2	2	2				
P31991	1		1	1	1				4	1		1	1	1				B	YDCD_ECOLI			2	2					
P0ACW6	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YDCH_ECOLI	1.73	2	0	2	2			A	
P77171	1	1	1	1	1		1	1	7	2	1	1	1	1		1	1	A	YDCI_ECOLI		2	2	2	0		2.759114729	A	
P76097	1		1	1	1		1		5	1		1	1	1		1		B	YDCJ_ECOLI			2	2	2				
P76100	1		1	1	1				4	1		1	1	1				A	YDCK_ECOLI			0	0	0				
P64451	1	1	1	1	1			1	6	1	1	1	1	1			1	I	YDCL_ECOLI	2	2	2	2	2			I	
P77626	1		1	1	1		1		5	1		1	1	1		1		A	YDCN_ECOLI			2	2	2		1.574719705		
P76103	1		1	1	1				4	1		1	1	1				B	YDCO_ECOLI			0	2	0				
P76104	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YDCP_ECOLI		2	2	2			1.750395533	A	
P67697	1		1	1	1				4	1		1	1	1				A	YDCQ_ECOLI			2	2	2				
P77730	1		1	1	1			1	5	1		1	1	1			1	A	YDCR_ECOLI			0	0	0			A	
P76108	1		1	1	1				4	1		1	1	1				G	YDCS_ECOLI			0	2	0				
P77795	1		1	1	1				4	1		1	1	1				F1	YDCT_ECOLI			2	2					
P77156	1		1	1	1				4	1		1	1	1				B	YDCU_ECOLI			0	0	0				
P64453	1		1	1	1				4	1		1	1	1				B	YDCX_ECOLI			2	2	2				
P64455	1	1	1	1	1				5	1	1	1	1	1				A	YDCY_ECOLI	0.78	2	2	0					
P76111	1		1	1	1				4	1		1	1	1				B	YDCZ_ECOLI			2	2	2				
P31826	1			1	1				3	1			1	1				B	YDDA_ECOLI				0	0				
P31827	1		1	1	1			1	5	1		1	1	1			1	G	YDDB_ECOLI			0	0				G	
P77519	1		1	1	1				4	1		1	1	1				G	YDDL_ECOLI			0	0	0				
P67699	1		1	1	1				4	1		1	1	1				A	YDDM_ECOLI			1	2	0				
P0AA89	1		1	1	1				4	1		1	1	1				A	DOSC_ECOLI			2	2	0				
P31126	1		1	1	1				4	1		1	1	1				B	YDEE_ECOLI			2	2	2				
P31130	1		1	1	1		1		5	1		1	1	1		1		G	YDEI_ECOLI			0	0	0		1.370189996		
P31131	1		1	1	1		1		5	1		1	1	1		1		B	YDEJ_ECOLI			2	2	2				
P77318	1	1	1	1	1			1	6	1	1	1	1	1			1	G	YDEN_ECOLI	0.91	2	2	2	2			G	
P77588	1		1	1	1				4	1		1	1	1				G	YDEQ_ECOLI			0	0	0				
P77294	1		1	1	1				4	1		1	1	1				G	YDER_ECOLI			0	0	0				
P77789	1		1	1	1				4	1		1	1	1				F4	YDES_ECOLI			0	0	0				
Q47138	1		1	1	1				4	1		1	1	1				A	YDFE_ECOLI			0	0	0				
P64463	1		1	1	1				4	1		1	1	1				A	YDFZ_ECOLI			2	2	2				
P76177	1	1	1	1	1			1	6	1	1	1	1	1			1	G	YDGH_ECOLI	2.85	2	2	2	2			G	
P76180	1		1	1	1				4	1		1	1	1				B	YDGK_ECOLI			2	2	2				
P37597	1		1	1	1			1	5	1		1	1	1			1	B	YDHC_ECOLI			2	2				B	
P64471	1		1	1	1				4	1		1	1	1				B	YDHI_ECOLI			2	0	2				
P76185	1		1	1	1			1	5	1		1	1	1			1	B	YDHJ_ECOLI			0	0	0			B	
P76186	1		1	1	1				4	1		1	1	1				B	YDHK_ECOLI			2	2	2				
P64474	1		1	1	1		1		5	1		1	1	1		1		A	YDHL_ECOLI			0	0	0				
P76190	1		1	1	1				4	1		1	1	1				G	YDHO_ECOLI			2	2	2				
P77389	1		1	1	1				4	1		1	1	1				B	YDHP_ECOLI			2	0	0				
P0ACX3	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YDHR_ECOLI			2	2	2			A	
P77148	1		1	1	1		1		5	1		1	1	1		1		A	YDHS_ECOLI			0	0	0				
P76192	1		1	1	1		1		5	1		1	1	1		1		A	YDHV_ECOLI			0	0	0				
P77564	1		1	1	1		1		5	1		1	1	1		1		A	YDHW_ECOLI			1	2	2				
P77375	1		1	1	1				4	1		1	1	1				G	YDHX_ECOLI			2	2	0				
P0ACX5	1		1	1	1		1		5	1		1	1	1		1		A	YDHZ_ECOLI			0	1	2				
P0ACX9	1		1	1	1				4	1		1	1	1				A	YDIE_ECOLI			2	0	0				
P37766	1		1	1	1				4	2		1	1	1				A	YDIF_ECOLI			0	0	0				
P0AFS7	1		1	1	1			1	5	1		1	1	1			1	B	YDIK_ECOLI			2	2	2			B	
P76196	1		1	1	1				4	1		1	1	1				A	YDIL_ECOLI			1	2	2				
P0A9U8	1		1	1	1				4	1		1	1	1				A	YDIO_ECOLI			0	0	0				
P77649	1		1	1	1			1	5	1		1	1	1			1	A	YDIU_ECOLI			2	2	2			A	
P77256	1		1	1	1				4	1		1	1	1				G	YDJG_ECOLI			0	0	0				
P77704	1		1	1	1		1		5	1		1	1	1		1		A	YDJI_ECOLI			0	0	0				
P76230	1		1	1	1				4	1		1	1	1				B	YDJK_ECOLI			0	0	0				
P77529	1		1	1	1			1	5	1		1	1	1			1	B	YDJN_ECOLI			2	2				B	
P76210	1		1	1	1				4	1		1	1	1				A	YDJO_ECOLI			0	0	0				
P76219	1		1	1	1				4	1		1	1	1				B	YDJX_ECOLI			0	2					
P76220	1		1	1	1				4	1		1	1	1				E	YDJY_ECOLI			0	0	0				
P76231	1		1	1	1				4	1		1	1	1				A	YEAC_ECOLI			2	2	2				
P76237	1		1	1	1			1	5	1		1	1	1			1	B	YEAJ_ECOLI			2	2	2			B	
P64483	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YEAK_ECOLI	0.49	2	2	2	2			A	
P76241	1		1	1	1				4	1		1	1	1				A	YEAM_ECOLI			0	0	0				
P76242	1		1	1	1				4	1		1	1	1				B	YEAN_ECOLI			2	2	2				
P64488	1		1	1	1				4	1		1	1	1				A	YEAR_ECOLI			2	2	0				
P76250	1		1	1	1			1	5	1		1	1	1			1	B	DMLR_ECOLI			0	2	2			B	
P0ABR7	1		1	1	1				4	1		1	1	1				A	YEAW_ECOLI			0	0					
P76254	1		1	1	1				4	1		1	1	1				A	YEAX_ECOLI			2	2	2				
P0ACY9	1		1	1	1		1		5	1		1	1	1		1		A	YEBG_ECOLI			2	2	2		3.979177637		
P64499	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YEBO_ECOLI	0.64	2	2	2	2			B	
P76270	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YEBR_ECOLI	0.68	2	2	2	2			A	
P64503	1		1	1	1				4	1		1	1	1				A	YEBV_ECOLI			2	2					
P64506	1		1	1	1			1	5	1		1	1	1			1	G	YEBY_ECOLI			2	2	2			G	
P37774	1		1	1	1		1	1	6	1		1	1	1		1	1	F1	YECC_ECOLI			2	2	2			F1	
P0AD07	1		1	1	1				4	1		1	1	1				A	YECF_ECOLI			0	0	0				
P46887	1		1	1	1				4	1		1	1	1				A	YECH_ECOLI			2	0	2				
P76308	1		1	1	1				4	1		1	1	1				I	YECR_ECOLI			2	2					
P0AFT2	1	1	1	1	1				5	1	1	1	1	1				B	YECS_ECOLI		2	2	2	2				
P76296	1		1	1	1				4	1		1	1	1				G	YECT_ECOLI			0	0	0				
P0AA70	1		1	1	1				4	1		1	1	1				B	YEDA_ECOLI			2	0	0				
P31063	1	1	1	1	1				5	1	1	1	1	1				I	YEDD_ECOLI	0.25	2	2	2	2				
P31064	1		1	1	1				4	1		1	1	1				B	YEDE_ECOLI			2	2	2				
P0AA31	1	1	1	1	1				5	1	1	1	1	1				A	YEDF_ECOLI	2.73	2	0	2	0				
P46125	1		1	1	1				4	1		1	1	1				B	YEDI_ECOLI			2	2	2				
P46144	1		1	1	1		1		5	1		1	1	1		1		B	YEDJ_ECOLI			2	0	0		4.808055464		
P76318	1		1	1	1				4	1		1	1	1				A	YEDK_ECOLI			2	2	2				
P76319	1		1	1	1				4	1		1	1	1				A	YEDL_ECOLI			2	2	0				
P76330	1		1	1	1			1	5	1		1	1	1			1	B	YEDQ_ECOLI			0	1				B	
P76334	1		1	1	1				4	1		1	1	1				B	YEDR_ECOLI			2	0	0				
P76342	1		1	1	1				4	1		1	1	1				F2	YEDY_ECOLI			0	2	0				
P33014	1		1	1	1				4	1		1	1	1				A	YEED_ECOLI			2	2	2				
P33015	1		1	1	1			1	5	1		1	1	1			1	B	YEEE_ECOLI			0	2				B	
P76347	1		1	1	1	1			5	1		1	1	1	1			H	YEEJ_ECOLI			0	0	0	0			
P76352	1		1	1	1				4	1		1	1	1				B	YEEO_ECOLI			0	0	0				
P38097	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	B	YEGE_ECOLI			2	2	2	0	0.924697288	B	
P76395	1		1	1	1				4	1		1	1	1				A	YEGK_ECOLI			0	0	0				
P76396	1		1	1	1		1		5	1		1	1	1		1		A	YEGL_ECOLI			2	2	0				
P76407	1		1	1	1	1		1	6	1		1	1	1	1		1	A	YEGS_ECOLI			0	0	0	0		A	
P76417	1		1	1	1				4	1		1	1	1				B	YEGT_ECOLI			2	2	2				
P76419	1		1	1	1				4	1		1	1	1				A	YEGV_ECOLI			2	2	2				
P33346	1		1	1	1			1	5	1		1	1	1			1	A	YEHI_ECOLI			2	1	0			A	
P33348	1		1	1	1		1		5	1		1	1	1		1		A	YEHL_ECOLI			0	0	0				
P33349	1		1	1	1				4	1		1	1	1				A	YEHM_ECOLI			0	0	0				
P33352	1		1	1	1				4	1		1	1	1				A	YEHP_ECOLI			0	0	0				
P33354	1		1	1	1				4	1		1	1	1				I	YEHR_ECOLI			0	0	0				
P33359	1		1	1	1				4	1		1	1	1				B	YEHW_ECOLI			0	0	0				
P25747	1		1	1	1				4	1		1	1	1				B	YEIB_ECOLI			0	0	0				
P62723	1		1	1	1			1	5	1		1	1	1			1	B	YEIH_ECOLI			2	0	0			B	
P33020	1		1	1	1				4	1		1	1	1				A	YEII_ECOLI			2	2	2				
P33029	1		1	1	1			1	5	1		1	1	1			1	A	YEIQ_ECOLI			1	2				A	
P33030	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YEIR_ECOLI		2	2	0	2			A	
P64536	1		1	1	1				4	1		1	1	1				B	YEIS_ECOLI			2	0					
P33913	1		1	1	1			1	5	1		1	1	1			1	G	YEJA_ECOLI			2	2				G	
P0AD21	1		1	1	1			1	5	1		1	1	1			1	A	YEJG_ECOLI			2	2	2			A	
P0AD24	1	1	1	1	1		1		6	1	1	1	1	1		1		A	YEJL_ECOLI		2	2	2	2		5.065692358		
P17994	1		1	1	1				4	1		1	1	1				G	YFAA_ECOLI			0	0	0				
P45508	1		1	1	1				4	1		1	1	1				H	YFAL_ECOLI			2	2	2				
P76464	1								1	1								G	YFAS_ECOLI									
P76470	1		1	1	1				4	2		1	1	1				B	RHMT_ECOLI			0	0	0				
P77732	1		1	1	1		1		5	1		1	1	1		1		A	RHMR_ECOLI			0	2					
P76471	1		1	1	1			1	5	1		1	1	1			1	H	YFAZ_ECOLI			0	0	0			H	
P0AFU2	1		1	1	1	1			5	1		1	1	1	1			B	YFBS_ECOLI			2	2	2	0			
P0A8D9	1		1	1	1			1	5	1		1	1	1			1	B	YFBV_ECOLI			2	2	2			B	
P39263	1		1	1	1				4	1		1	1	1				B	YFCC_ECOLI			1	0					
P77549	1		1	1	1			1	5	1		1	1	1			1	B	YFCJ_ECOLI			0	0	0			B	
P0A8B2	1		1	1	1			1	5	1		1	1	1			1	A	YFCN_ECOLI			2	2	2			A	
P77599	1		1	1	1				4	1		1	1	1				G	YFCS_ECOLI			2	0	0				
P77196	1		1	1	1				4	1		1	1	1				G	YFCU_ECOLI			0	0	0				
P77288	1		1	1	1				4	1		1	1	1				G	YFCV_ECOLI			2	0					
P0AD33	1	1	1	1	1				5	1	1	1	1	1				A	YFCZ_ECOLI	0.58	2	2	2	2				
P37327	1		1	1	1			1	5	1		1	1	1			1	B	YFDC_ECOLI			0	1				B	
P76520	1		1	1	1				4	1		1	1	1				G	YFDX_ECOLI			2	0	0				
P76521	1		1	1	1				4	1		1	1	1				B	YFDY_ECOLI			2	2	2				
P23842	1			1	1			1	4	1			1	1			1	B	YFEA_ECOLI				2	2			B	
P0ACR7	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YFER_ECOLI			0	0	0			A	
P78271	1		1	1	1				4	1		1	1	1				A	YFES_ECOLI			2	2	2				
P76536	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YFEX_ECOLI		2	2	2	2			A	
P76538	1		1	1	1			1	5	1		1	1	1			1	B	YFEZ_ECOLI			2	2	2			B	
P76569	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YFGD_ECOLI	0.87	2	2	2	2			A	
P77172	1		1	1	1				4	1		1	1	1				B	YFGF_ECOLI			0	0	0				
P64545	1		1	1	1			1	5	1		1	1	1			1	B	YFGG_ECOLI			2	2	2			B	
P76573	1		1	1	1				4	1		1	1	1				G	YFGI_ECOLI			0	0	0				
P76575	1	1	1	1	1				5	1	1	1	1	1				A	YFGJ_ECOLI		2	2	2	2				
P0AD42	1			1	1			1	4	1			1	1			1	B	YFHB_ECOLI				2	2			B	
P0AD44	1		1	1	1			1	5	1		1	1	1			1	I	YFHG_ECOLI			2	2	2			I	
P52101	1		1	1	1			1	5	1		1	1	1			1	B	YFHK_ECOLI			2	2	2			B	
P33634	1		1	1	1				4	1		1	1	1				B	YFIE_ECOLI			2	2					
P52119	1	1	1	1	1				5	1	1	1	1	1				A	YFJF_ECOLI	0.45	2	2	2	2				
P0ADQ7	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YGAM_ECOLI	4.32	2	0	2	0			B	
P55734	1		1	1	1		1	1	6	1		1	1	1		1	1	B	YGAP_ECOLI			2	2	2			B	
P77295	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YGAV_ECOLI			0	2	0			A	
P52598	1		1	1	1			1	5	1		1	1	1			1	A	YGBI_ECOLI			2	2	2			A	
Q46888	1		1	1	1				4	1		1	1	1				B	YGBJ_ECOLI			2	0	2				
Q46889	1		1	1	1			1	5	1		1	1	1			1	A	YGBK_ECOLI			0	0	0			A	
Q46890	1		1	1	1				4	1		1	1	1				A	YGBL_ECOLI			2	2	2				
Q46891	1		1	1	1			1	5	1		1	1	1			1	A	YGBM_ECOLI			0	0				A	
Q46892	1		1	1	1				4	1		1	1	1				B	YGBN_ECOLI			0	0	0				
P55140	1		1	1	1				4	1		1	1	1				B	YGCG_ECOLI			2	0	0				
Q46904	1		1	1	1				4	1		1	1	1				A	YGCN_ECOLI			0	0	2				
Q46905	1		1	1	1				4	1		1	1	1				A	YGCO_ECOLI			0	0					
Q46906	1		1	1	1				4	1		1	1	1				A	YGCP_ECOLI			0	0	2				
Q46908	1		1	1	1				4	1		1	1	1				A	YGCR_ECOLI			0	0	2				
P65292	1		1	1	1			1	5	1		1	1	1			1	I	YGDI_ECOLI			2	2	2			I	
P65294	1		1	1	1			1	5	1		1	1	1			1	I	YGDR_ECOLI			2	2	2			I	
Q46798	1		1	1	1		1	1	6	1		1	1	1		1	1	I	YGER_ECOLI			2	0				I	
P52037	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YGFF_ECOLI	0	2	0	0	0			A	
P52043	1		1	1	1		1		5	1		1	1	1		1		A	YGFH_ECOLI			0	0	0		0.213332002		
Q46811	1		1	1	1	1			5	1		1	1	1	1			A	YGFK_ECOLI			2	2	2	0			
Q46819	1		1	1	1				4	1		1	1	1				A	YGFS_ECOLI			0	0	0				
P11664	1		1	1	1			1	5	1		1	1	1			1	A	YGGC_ECOLI			2	2	2			A	
P21437	1		1	1	1				4	1		1	1	1				A	YGGF_ECOLI			0	0	0				
P25894	1	1	1	1	1			1	6	1	1	1	1	1			1	I	YGGG_ECOLI	1.88	2	2	2	2			I	
P64564	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YGGT_ECOLI	0.47	2	2	2	2			B	
P52060	1		1	1	1			1	5	1		1	1	1			1	A	YGGU_ECOLI			2	2	2			A	
P0AA60	1		1	1	1			1	5	1		1	1	1			1	B	YGHB_ECOLI			2	2	2			B	
Q46832	1		1	1	1			1	5	1		1	1	1			1	B	YGHD_ECOLI			2	0	2			B	
Q46834	1		1	1	1				4	1		1	1	1				G	YGHF_ECOLI			0	0	0				
Q46835	1		1	1	1		1	1	6	1		1	1	1		1	1	I	YGHG_ECOLI			0	0	0			I	
Q46841	1		1	1	1				4	1		1	1	1				B	YGHQ_ECOLI			0	0	0				
P64572	1		1	1	1				4	1		1	1	1				B	YGHR_ECOLI			0	0	0				
Q46843	1		1	1	1				4	1		1	1	1				B	YGHS_ECOLI			0	0	0				
Q46844	1		1	1	1				4	1		1	1	1				B	YGHT_ECOLI			0	0	0				
Q46851	1	1	1	1	1				5	1	1	1	1	1				A	YGHZ_ECOLI	0.89	2	0	2	2				
P39834	1		1	1	1				4	1		1	1	1				G	YGIL_ECOLI			0	0	0				
P0ADT8	1	1	1	1	1			1	6	1	1	1	1	1			1	B	YGIM_ECOLI	0.41	2	2	2	2			B	
P0ADU2	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YGIN_ECOLI	0.71	2	2	2	2			A	
