Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	ORList_Wide_8(over_500)_LB	ORList_Focused_16(below_500)_LB	K12_outofrange	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	MTH5/3
P0ABH0	0	1	1	1	1	1	1	0	1	7	F1	FTSA_ECOLI					1.82	84	0.025021	2502.1		1310.42	0.07		0.07													
P06136	0	0	0	1	0	1	0	0	1	3	B	FTSQ_ECOLI																										
P07862	1	1	0	1	0	1	0	0	1	5	A	DDLB_ECOLI	0.43	1.68E+00	3.92E+02		0.67	32.03																				
P17952	1	1	0	1	1	1	1	0	1	7	A	MURC_ECOLI	0.26	8.33E-01	2.60E+02		0.69	32.96					0.13		0.06	0.2												
P17443	1	1	1	1	1	1	0	0	1	7	F1	MURG_ECOLI	0.13	3.59E-01	1.60E+02		0.26	12.79	0.0053294	532.94			0.69	0.39	1.68	0.93		0.29				0.18						
P11880	1	1	1	1	0	1	0	0	1	6	A	MURF_ECOLI	0.18	5.20E-01	1.98E+02	0.4	0.33	16.12	0.008253	825.3																		
P0AD68	0	1	0	1	1	1	0	0	1	5	B	FTSI_ECOLI					0.13	6.53					0.1		0.11	0.11	0.05	0.11										
P60390	0	1	1	1	1	1	0	0	1	6	A	RSMH_ECOLI					0.39	18.96	0.0081925	819.25			0.09		0.09													
P0AA37	0	0	1	1	0	1	0	0	0	3	A	RLUA_ECOLI							0.0023145	231.45																		
P31554	1	1	0	1	1	1	1	0	1	7	H	LPTD_ECOLI	0.4	1.54E+00	3.72E+02		2.86	130.81					0.69	0.43	0.77	0.71			0.15	0.2	0.43	1.63	0.38	1.28	0.38	1.2	0.77	
P19624	0	0	0	1	0	1	0	0	1	3	A	PDXA_ECOLI																										
P06992	1	1	0	1	0	1	0	0	1	5	A	RSMA_ECOLI	0.6	2.98E+00	5.46E+02		3.39	154.25																				
P62672	0	0	1	1	0	1	0	0	1	4	A	APAG_ECOLI							0.00062582	62.582																		
P05637	0	1	0	1	0	1	0	0	1	4	A	APAH_ECOLI					1	33.42																				
P0ABQ4	0	1	1	1	1	1	0	0	1	6	A	DYR_ECOLI					4.62	208.24	0.022303	2230.3		2045.53	0.17		0.17		0.17											
P0A754	0	0	0	1	0	1	0	0	0	2	F1	KEFF_ECOLI																										
P31679	0	0	0	1	0	0	0	0	0	1	B	YAAU_ECOLI																										
P68644	0	0	1	1	0	1	1	0	0	4	F1	FIXC_ECOLI							0.0014438	144.38																		
P60566	0	0	0	1	0	0	0	0	0	1	A	FIXA_ECOLI																										
P31553	0	0	0	1	0	0	0	0	0	1	B	CAIT_ECOLI																										
P60584	0	0	0	1	0	1	0	0	1	3	A	CAIA_ECOLI																										
P31552	0	0	0	1	0	1	0	0	0	2	A	CAIC_ECOLI																										
P31551	0	0	0	1	0	1	0	0	0	2	A	CAID_ECOLI																										
P39206	0	0	0	1	0	0	0	0	0	1	A	CAIE_ECOLI																										
P0AE58	0	0	0	1	0	1	0	0	0	2	A	CAIF_ECOLI																										
P00968	1	1	0	1	1	1	1	0	1	7	A	CARB_ECOLI	0.96	8.05E+00	9.72E+02		30.62	1302.81			1601.52	2013.57	0.9	2.16	3.39	1.68		0.21	0.03	0.03	0.21	0.31	0.06					
P0A6F1	1	1	1	1	1	1	1	0	1	8	A	CARA_ECOLI	0.79	5.11E+00	7.46E+02	0.4	48	2002.27	0.20015	20015	2911.19	2684.76	0.13	0.09	0.3			0.08		0.08	0.08				0.17			
P04036	1	1	1	1	1	1	1	0	1	8	A	DAPB_ECOLI	0.53	2.41E+00	4.83E+02		0.67	32.03	0.021979	2197.9	871.74		0.12			0.12												
P62623	1	1	1	1	0	1	0	0	1	6	A	ISPH_ECOLI	0.33	1.15E+00	3.15E+02		1.07	50.43	0.01273	1273		1821.8																
P0AEM0	1	1	0	1	0	1	1	0	1	6	A	FKBX_ECOLI	0.6	2.98E+00	5.46E+02		2.16	99.64																				
P00804	0	0	0	1	0	1	0	0	1	3	B	LSPA_ECOLI																										
P00956	1	1	1	1	1	1	0	0	1	7	A	SYI_ECOLI	1.51	3.15E+01	2.15E+03		10.31	453.48	0.026309	2630.9	789.49		0.15		0.15	0.42	0.02				0.02							
P0AG40	0	1	1	1	0	1	0	0	1	5	A	RIBF_ECOLI					0.67	32.03	0.0054552	545.52																		
P0A9G2	0	0	0	1	0	0	0	0	1	2	A	NHAR_ECOLI																										
P0A6Y8	1	1	1	1	1	1	1	0	1	8	F1	DNAK_ECOLI	3.5	3.16E+03	3.12E+04		42.75	1.801	1.0305	103050	13814.81	77953.98	0.15	0.05				0.45	0.05			0.05						
P28696	0	0	0	1	0	1	0	0	0	2	G	YAAI_ECOLI																										
P0AC98	0	0	0	1	0	0	0	0	1	2	B	YAAH_ECOLI																										
P0AF03	1	1	1	1	0	1	1	0	1	7	A	MOG_ECOLI	1	9.00E+00	1.04E+03	0.37	1.51	70.42	0.010582	1058.2																		
P00350	1	1	1	1	1	1	1	0	1	8	A	6PGD_ECOLI	2.91	8.18E+02	1.42E+04		78.43	1366.35	0.00021234	21.234	8435.17	2748.68	0.18		0.22		0.14											
P76373	0	0	0	1	1	1	1	0	1	5	B	UDG_ECOLI									107.24		0.2		0.08			0.55		0.08	0.08							
P60664	0	0	0	1	0	1	0	0	1	3	A	HIS6_ECOLI									921.53	2237.3																
P60595	0	0	0	1	0	1	0	0	1	3	A	HIS5_ECOLI									2587.07																	
P06987	0	1	0	1	1	1	1	0	1	6	A	HIS7_ECOLI					0.41	20					0.13			0.08		0.17										
P06986	1	0	1	1	0	1	0	0	1	5	A	HIS8_ECOLI	0.2	5.85E-01	2.12E+02				0.0085692	856.92	1248.03																	
P06988	1	0	0	1	0	1	1	0	1	5	A	HISX_ECOLI	0.55	2.51E+00	4.94E+02						879.83	3228.11																
P60757	1	1	0	1	0	1	0	0	1	5	A	HIS1_ECOLI	0.69	3.92E+00	6.40E+02		0.37	18.01			774.11	4698.33																
P0AD12	1	1	0	1	0	1	1	0	1	6	G	YEEZ_ECOLI	0.23	7.01E-01	2.36E+02		2.87	131.26			795.12																	
P76369	0	0	0	1	0	1	0	0	0	2	A	YEEY_ECOLI																										
P0AA47	1	1	0	1	0	1	0	0	0	4	B	YEEF_ECOLI	0.43	1.68E+00	3.92E+02	0.53	1.68	78																				
P04995	0	0	1	1	0	1	0	0	1	4	A	EX1_ECOLI							0.0012466	124.66																		
P33012	0	0	0	1	0	1	1	0	0	3	A	GYRI_ECOLI																										
P33011	0	0	0	1	0	1	0	0	1	3	B	YEEA_ECOLI																										
P0A8M6	1	1	1	1	1	1	1	0	1	8	A	YEEX_ECOLI	1.67	4.54E+01	2.66E+03		3.22	146.75	0.22323	22323			0.28	0.26			0.44	0.28	0.13									
P0AE76	0	0	0	1	0	1	0	0	1	3	A	COBU_ECOLI																										
P36562	0	0	1	1	0	1	0	0	0	3	A	COBT_ECOLI							0.0029441	294.41																		
P39176	0	0	0	1	0	1	0	0	1	3	G	ERFK_ECOLI																										
Q47005	0	0	0	1	0	0	0	0	0	1	A	NAC_ECOLI																										
Q47083	0	0	0	1	0	1	0	0	0	2	A	CBL_ECOLI																										
P0AE12	1	1	0	1	0	1	0	0	1	5	A	AMN_ECOLI	0.12	3.11E-01	1.47E+02	0.28	0.58	27.85																				
P76350	0	0	0	1	0	0	0	0	1	2	B	SHIA_ECOLI																										
P76346	0	0	0	1	1	1	0	0	1	4	F1	MTFA_ECOLI											0.11			0.11												
P76344	1	0	0	1	0	1	0	0	0	3	G	YODA_ECOLI	1.71	5.08E+01	2.83E+03																							
P76343	0	0	0	1	0	1	0	0	0	2	B	YEDZ_ECOLI																										
P76341	0	0	0	1	0	1	1	0	0	3	G	HIUH_ECOLI																										
P76340	0	0	1	1	0	0	0	0	1	3	A	YEDW_ECOLI							0.00061591	61.591																		
P76339	0	0	1	1	0	1	0	0	1	4	B	YEDV_ECOLI							0.0014271	142.71																		
P31658	1	1	1	1	0	1	1	0	0	6	A	HCHA_ECOLI	0.3	9.95E-01	2.89E+02		1	47.23	0.012905	1290.5		703.15																
P0A8G0	0	0	1	1	1	1	0	0	1	5	A	UVRC_ECOLI							0.0039645	396.45			0.05		0.05													
P0ABF8	0	0	1	1	1	1	1	0	1	6	B	PGSA_ECOLI							0.01285	1285			0.4	0.1	0.47	0.87		0.16										
P0AD05	0	1	0	1	0	1	0	0	1	4	A	YECA_ECOLI					1.31	61.36																				
P0A998	1	1	0	1	1	1	1	0	1	7	A	FTNA_ECOLI	1.43	2.58E+01	1.91E+03		99	4064.14					0.28		0.38		0.17											
P0A9A2	0	0	0	1	0	1	1	0	1	4	A	FTNB_ECOLI																										
P02924	1	0	0	1	0	1	1	0	0	4	G	ARAF_ECOLI	0.11	2.74E-01	1.37E+02	0.47																						
P0AAF3	0	0	0	1	0	1	0	0	1	3	F1	ARAG_ECOLI																										
P0A870	1	1	0	1	1	1	1	0	1	7	A	TALB_ECOLI	2.5	3.15E+02	8.19E+03	0.59	53.84	1636.47			10547.61	19528.45	0.09			0.09												
P30143	0	0	0	1	0	1	0	0	0	2	B	YAAJ_ECOLI																										
P0A8I3	1	0	1	1	0	1	0	0	1	5	A	YAAA_ECOLI	0.2	5.85E-01	2.12E+02				0.0058963	589.63																		
P00934	1	1	0	1	0	1	1	0	1	6	A	THRC_ECOLI	1	9.00E+00	1.04E+03	0.37	1.75	81.25			12922.78	958.84																
P00547	1	0	0	1	0	1	0	0	1	4	A	KHSE_ECOLI	0.78	4.99E+00	7.37E+02						314.52	3323.99																
P00561	1	1	0	1	1	1	0	0	1	6	F1	AK1H_ECOLI	0.89	6.80E+00	8.81E+02	0.32	1	28.78			8864.15		0.13		0.15				0.11									
P0A9Q1	1	1	0	1	0	1	1	0	1	6	A	ARCA_ECOLI	1.67	4.54E+01	2.66E+03	0.5	12.59	550			1063.82																	
P08401	0	0	0	1	0	1	0	0	1	3	B	CREC_ECOLI																										
P08368	0	0	0	1	0	1	0	0	1	3	A	CREB_ECOLI																										
P0AE91	1	1	0	1	0	1	1	0	1	6	G	CREA_ECOLI	0.5	2.16E+00	4.53E+02	0.32	0.87	41.26																				
P0ACI0	1	1	1	1	0	1	0	0	1	6	A	ROB_ECOLI	0.18	5.20E-01	1.98E+02	0.38	4.41	199.06	0.00010858	10.858																		
P39411	0	0	0	1	0	1	0	0	1	3	A	YJJX_ECOLI																										
P0AGC3	0	1	0	1	0	1	1	0	1	5	G	SLT_ECOLI					0	5.07																				
P0A9W3	1	1	0	1	1	1	1	0	1	7	F1	YJJK_ECOLI	0.83	5.81E+00	8.05E+02	0.55	11.74	514.33			2167.32		0.2		0.23		0.23	0.11	0.23									
P27278	0	1	0	1	1	1	0	0	1	5	F1	NADR_ECOLI					0.27	13.27					0.11		0.07	0.14												
P24554	0	1	0	1	1	1	0	0	1	5	A	RADA_ECOLI					0.19	9.44					0.22		0.29	0.14		0.29				0.14						
P0AGB0	0	1	0	1	0	1	0	0	1	4	B	SERB_ECOLI					0.27	13.27																				
P32099	1	0	1	1	0	1	0	0	1	5	A	LPLA_ECOLI	0.13	3.34E-01	1.53E+02				0.0034997	349.97																		
P0ABP8	1	1	1	1	0	1	1	0	1	7	A	DEOD_ECOLI	3.79	6.10E+03	4.58E+04		50	2087.68	0.15759	15759																		
P0A6K6	1	1	1	1	0	1	1	0	1	7	A	DEOB_ECOLI	1.78	5.89E+01	3.09E+03		8.09	358.47	0.078566	7856.6		10802.97																
P07650	1	1	0	1	0	1	1	0	1	6	B	TYPH_ECOLI	2.65	4.48E+02	1.00E+04	0.47	1.33	62.27																				
P39409	0	0	0	1	0	0	0	0	0	1	A	YJJW_ECOLI																										
P39408	0	0	1	1	0	1	0	0	0	3	A	YJJV_ECOLI							0.0032676	326.76																		
P39407	0	0	1	1	0	1	0	0	1	4	A	YJJU_ECOLI							0.0026291	262.91																		
P0AFH8	1	0	1	1	0	1	1	0	1	6	G	OSMY_ECOLI	0.71	4.18E+00	6.64E+02	0.45			0.0078877	788.77		4059.1																
P0A7I4	1	1	1	1	0	1	0	0	1	6	A	RF3_ECOLI	0.74	4.48E+00	6.92E+02		9	398	0.013706	1370.6		703.15																
P0A8Y1	0	1	0	1	0	1	0	0	1	4	A	YJJG_ECOLI					0.78	37.12																				
P0A944	0	0	0	1	0	1	0	0	1	3	A	RIMI_ECOLI																										
P39406	1	1	0	1	1	1	1	0	1	7	A	RSMC_ECOLI	0.57	2.73E+00	5.18E+02		2.55	117.04					0.29		0.29													
P39405	0	0	1	1	0	0	0	0	0	2	F1	FHUF_ECOLI							0.0085101	851.01																		
P39404	0	0	0	1	0	1	0	0	0	2	A	BGLJ_ECOLI																										
P0ADD7	0	0	0	1	0	1	0	0	0	2	A	YJJQ_ECOLI																										
P0ADD5	0	0	0	1	0	1	0	0	0	2	B	YJJP_ECOLI																										
P0ADD2	0	0	0	1	0	0	0	0	0	1	B	YJJB_ECOLI																										
P0AEF0	0	0	0	1	0	1	0	0	1	3	A	DNAC_ECOLI																										
P18390	1	1	0	1	0	1	1	0	0	5	G	YJJA_ECOLI	0.4	1.51E+00	3.68E+02	0.36	0.93	44.02																				
P31678	0	0	0	1	0	1	0	0	1	3	A	OTSB_ECOLI																										
P31677	0	1	1	1	0	1	0	0	1	5	A	OTSA_ECOLI					0.19	9.44	0.017625	1762.5																		
P46888	0	0	0	1	0	1	0	0	1	3	A	USPC_ECOLI																										
P09348	0	0	0	1	0	1	0	0	0	2	B	MOTA_ECOLI																										
P0AF06	0	0	0	1	0	1	0	0	0	2	B	MOTB_ECOLI																										
P07364	0	0	0	1	0	0	0	0	0	1	A	CHER_ECOLI																										
P07330	0	0	0	1	0	1	0	0	0	2	A	CHEB_ECOLI																										
P0A9H9	0	0	0	1	0	1	1	0	1	4	A	CHEZ_ECOLI																										
P76297	0	0	0	1	0	0	1	0	0	2	G	FLHE_ECOLI																										
P11875	1	1	0	1	1	1	1	0	1	7	A	SYR_ECOLI	0.67	3.64E+00	6.13E+02		5	216			567.96		0.05		0.05													
P52007	0	1	1	1	0	1	0	0	1	5	A	YECM_ECOLI					0.58	27.85	0.0046469	464.69																		
P67826	0	0	0	1	0	1	0	0	0	2	A	CUTC_ECOLI																										
P52005	0	0	0	1	0	1	0	0	0	2	B	TORY_ECOLI																										
P76291	0	1	0	1	0	1	0	0	0	3	A	CMOB_ECOLI					0.22	10.88																				
P76290	1	1	0	1	0	1	0	0	1	5	A	CMOA_ECOLI	0.21	6.38E-01	2.23E+02		0.72	34.35				1054.73																
P64515	0	0	0	1	0	1	0	0	1	3	B	YECN_ECOLI																										
P37348	0	0	0	1	0	1	0	0	1	3	A	YECE_ECOLI																										
P0ADI7	1	0	0	1	0	1	1	0	1	5	A	YECD_ECOLI	0.25	7.78E-01	2.50E+02	0.28																						
P21889	1	1	1	1	0	1	1	0	1	7	F1	SYD_ECOLI	1.03	9.75E+00	1.09E+03		9	398	0.071289	7128.9	1675.34																	
P0AFC0	0	0	0	1	0	1	0	0	1	3	A	NUDB_ECOLI																										
P24238	0	0	1	0	0	0	0	0	0	1	A	YEBB_ECOLI							0.00025963	25.963																		
P0A809	0	0	0	1	0	1	0	0	1	3	A	RUVA_ECOLI																										
P0A812	1	0	0	1	0	1	1	0	1	5	A	RUVB_ECOLI	0.13	3.59E-01	1.60E+02																							
P0A9X1	0	0	1	1	1	1	0	0	1	5	F1	ZNUC_ECOLI							0.003321	332.1			0.11			0.11												
P0AFS9	0	0	0	0	0	1	0	0	1	2	B	YEBA_ECOLI																										
P24205	1	1	1	1	0	1	0	0	1	6	B	MSBB_ECOLI	0.17	4.68E-01	1.86E+02		0.33	16.12	0.009926	992.6																		
P21599	1	1	1	1	1	1	1	0	1	8	A	KPYK2_ECOLI	0.73	4.34E+00	6.79E+02		13.07	404.41	0.050419	5041.9	389.04		0.51		1.8			0.36	0.13	0.13				0.13				
P46118	0	1	0	1	1	1	0	0	1	5	B	HEXR_ECOLI					0.72	34.35					0.1			0.1												
P0AC53	1	1	1	1	1	1	1	0	1	8	A	G6PD_ECOLI	0.89	6.74E+00	8.77E+02		4.23	119.92	0.046197	4619.7			0.09			0.06			0.12									
P0ADF6	0	0	1	1	0	1	0	0	1	4	A	EDD_ECOLI							0.0071434	714.34																		
P0A955	1	1	0	1	0	1	1	0	1	6	A	ALKH_ECOLI	2.38	2.36E+02	6.92E+03	0.59	9	2108.45				5241.68																
P33219	0	0	0	1	0	1	1	0	0	3	X	YEBF_ECOLI																										
P24555	0	0	0	1	0	1	0	0	0	2	A	PTRB_ECOLI																										
P0AEK0	0	0	0	1	0	1	0	0	1	3	A	EXOX_ECOLI																										
P76280	0	0	0	1	0	0	0	0	1	2	A	YOBB_ECOLI																										
P76278	0	0	0	1	0	0	0	0	0	1	B	YEBZ_ECOLI																										
P55798	0	0	0	1	0	0	0	0	1	2	A	PRP1_ECOLI																										
P76275	0	0	0	0	0	0	0	0	0	0	A	YEBW_ECOLI																										
P76273	0	0	0	1	0	1	0	0	1	3	A	RSMF_ECOLI																										
P76272	1	0	0	0	1	1	0	0	1	4	B	YEBT_ECOLI	0.06	1.45E-01	9.43E+01								0.68	0.15	0.23	0.23	1.78	2.16	3.35		0.07	0.31		0.15	0.07	0.07	0.03	0.18
P0AD03	0	0	0	1	0	1	0	0	0	2	B	YEBS_ECOLI																										
P45577	1	1	1	1	1	1	0	0	1	7	A	PROQ_ECOLI	1.75	5.52E+01	2.98E+03		10.45	459.44	0.068045	6804.5			0.78	0.44	1.33	1.07		0.27										
P23865	1	1	0	1	0	1	1	0	1	6	F2	PRC_ECOLI	0.28	9.11E-01	2.74E+02	0.39	2.16	99.64				2365.15																
P23894	1	1	1	1	1	1	0	0	1	7	B	HTPX_ECOLI	0.29	9.31E-01	2.78E+02		2.51	115.26	0.0095725	957.25			0.21		0.15	0.27												
P76269	0	0	0	1	0	0	0	0	1	2	B	YEBQ_ECOLI																										
P76268	1	1	0	1	0	1	0	0	1	5	A	KDGR_ECOLI	1	9.00E+00	1.04E+03		1.85	85.75			134.4																	
P36999	0	1	0	1	0	1	0	0	1	4	A	RLMA_ECOLI					0.33	16.12																				
P76264	0	0	0	1	0	0	0	0	0	1	B	YEBN_ECOLI																										
P67601	0	0	0	1	0	1	0	0	0	2	B	YOBD_ECOLI																										
P69805	1	1	0	1	1	1	1	0	1	7	B	PTND_ECOLI	0.45	1.85E+00	4.14E+02	0.53	2.46	113.03					0.26				0.22		0.22		0.65		0.11	0.11	0.22			
P69801	0	1	1	1	1	1	1	0	1	7	B	PTNC_ECOLI					0.12	6.05	0.086909	8690.9			0.22	0.16	0.25	0.35		0.12										
P0AEC0	0	0	0	1	0	1	0	0	1	3	B	YOAE_ECOLI																										
P76261	0	0	0	1	0	1	0	0	0	2	B	ADRB_ECOLI																										
P16095	1	1	0	1	1	1	1	0	1	7	B	SDHL_ECOLI	0.3	9.95E-01	2.89E+02	0.44	2.55	117.04					0.23		0.47		0.21	0.14	0.21			0.14						
P43337	0	0	1	1	0	1	0	0	1	4	B	NUDL_ECOLI							0.0023076	230.76																		
P64490	0	0	0	1	0	1	0	0	0	2	A	YOAC_ECOLI																										
P0AEB7	1	1	0	1	0	1	1	0	1	6	A	YOAB_ECOLI	1	9.00E+00	1.04E+03		3.64	165.27																				
P76257	0	0	0	1	0	1	0	0	1	3	A	YOAA_ECOLI																										
P76256	1	1	0	1	0	1	0	0	1	5	A	YEAZ_ECOLI	0.25	7.78E-01	2.50E+02		1.15	54.08				2972.41																
P0AA91	0	0	0	1	1	1	1	0	1	5	I	YEAY_ECOLI											0.5	0.12	0.54	0.66	0.56		0.35		1.1			0.16				
P69451	0	1	0	1	0	1	0	0	1	4	F1	LCFA_ECOLI					0.19	9.44																				
P09155	0	0	1	1	0	1	1	0	0	4	A	RND_ECOLI							0.0020128	201.28																		
P76249	0	0	0	1	0	0	0	0	0	1	B	LEUE_ECOLI																										
P76245	0	0	0	1	0	1	0	0	1	3	A	YEAP_ECOLI																										
P76243	0	0	0	1	0	1	1	0	0	3	A	YEAO_ECOLI																										
P76236	0	0	0	1	0	0	0	0	0	1	B	YEAI_ECOLI																										
P76235	0	0	0	1	0	1	0	0	0	2	A	YEAH_ECOLI																										
P0A908	1	1	0	1	1	1	1	0	1	7	H	MIPA_ECOLI	0.5	2.16E+00	4.53E+02		7.25	322.33					0.31			0.25			0.12	0.4	0.12	0.25	0.25	0.57	0.25			0.57
P76234	0	0	0	1	0	1	0	0	0	2	A	YEAE_ECOLI																										
P39173	1	1	0	1	0	1	1	0	1	6	A	YEAD_ECOLI	1.45	2.75E+01	1.98E+03		7.48	332.24				2908.49																
P0A9B2	1	1	1	1	1	1	1	0	1	8	A	G3P1_ECOLI	4.76	5.82E+04	1.70E+05	0.83	109.07	20789.62	1.0125	101250	49090.58	41038.5	0.37		0.31				0.43									
P0A746	1	1	1	1	0	1	1	0	1	7	A	MSRB_ECOLI	0.25	7.78E-01	2.50E+02		12.34	540	0.041684	4168.4	3009.01																	
P77539	0	0	0	1	0	1	0	0	0	2	B	YDJL_ECOLI																										
P39342	0	1	1	1	0	1	0	0	1	5	B	YJGR_ECOLI					0	15	0.0052193	521.93																		
P0ADC6	0	1	0	1	0	1	1	0	1	5	B	LPTG_ECOLI					0.44	21.31																				
P68767	1	1	0	1	1	1	1	0	1	7	A	AMPA_ECOLI	0.63	3.28E+00	5.77E+02		2.56	117.49					0.4	0.5	0.59	0.41		0.33		0.33		0.26						
P28905	0	0	1	1	0	1	0	0	1	4	A	HOLC_ECOLI							0.019967	1996.7																		
P07118	1	1	1	1	0	1	0	0	1	6	A	SYV_ECOLI	1.31	1.94E+01	1.62E+03	0.61	6	263.96	0.040924	4092.4	1119.34																	
P39337	0	0	0	1	0	1	0	0	1	3	A	YJGM_ECOLI																										
P0A786	1	1	0	1	0	1	1	0	1	6	A	PYRB_ECOLI	0.95	7.86E+00	9.59E+02		57	2.372			532.85	4985.99																
P0A7F3	1	1	0	1	0	1	1	0	1	6	A	PYRI_ECOLI	0.86	6.20E+00	8.35E+02		150.99	6119.14																				
P0AF93	1	1	1	1	0	1	1	0	1	7	A	YJGF_ECOLI	2.33	2.14E+02	6.54E+03	0.58	12.34	540	0.90549	90549																		
P0ABB8	1	1	1	1	1	1	1	0	1	8	B	ATMA_ECOLI	0.47	1.93E+00	4.24E+02	0.32	0.18	8.96	0.00646	646			0.16		0.26	0.34			0.1		0.03	0.07						
P36673	0	0	0	1	0	1	0	0	1	3	A	TRER_ECOLI																										
P36672	1	1	0	1	1	1	1	0	1	7	B	PTTBC_ECOLI	0.25	7.78E-01	2.50E+02	0.34	236.14	9440.35					0.4		0.45	0.13			0.08	0.36	0.55	0.64	0.28	0.55	0.45	0.55	0.28	0.45
P28904	1	1	0	1	1	1	1	0	1	7	A	TREC_ECOLI	0.3	9.95E-01	2.89E+02	0.32	16.43	712.46					0.11			0.11		0.11										
P28903	0	1	1	1	1	1	0	0	1	6	A	NRDD_ECOLI					0.85	40.34	0.0021003	210.03			0.2		0.27		0.22		0.22			0.08						
P0A9N8	0	0	1	1	0	1	0	0	0	3	A	NRDG_ECOLI							0.0011775	117.75																		
P0AFK0	1	1	0	1	0	1	1	0	1	6	A	PMBA_ECOLI	0.48	2.02E+00	4.35E+02	0.36	6.74	300.32			290.78	1118.65																
P0A8X0	1	1	1	1	1	1	1	0	1	8	A	YJGA_ECOLI	1.5	3.06E+01	2.11E+03	0.41	2.16	99.64	0.026091	2609.1			0.16		0.16													
P37773	0	1	0	1	0	1	0	0	1	4	A	MPL_ECOLI					5.45	244.42																				
P0A993	1	1	0	1	0	1	1	0	1	6	A	F16PA_ECOLI	0.5	2.16E+00	4.53E+02	0.47	22.71	975.11			1198.22	894.92																
P39325	0	0	0	1	0	1	1	0	1	4	G	YTFQ_ECOLI																										
P0A7A9	1	1	1	1	0	1	1	0	1	7	A	IPYR_ECOLI	2.4	2.50E+02	7.16E+03		37.31	1577.92	0.21358	21358	8324.05	2780.65																
P0AE48	1	1	1	1	0	1	1	0	1	7	A	YTFP_ECOLI	0.5	2.16E+00	4.53E+02	0.24	1.51	70.42	0.024223	2422.3																		
P39321	1	0	1	1	0	1	0	0	1	5	B	YTFN_ECOLI	0.07	1.72E-01	1.04E+02	0.34			0.00025756	25.756																		
P0ADE4	0	0	0	1	1	1	0	0	1	4	H	YTFM_ECOLI											0.09		0.05	0.1		0.16		0.1	0.05							
P0A744	0	0	0	1	0	1	1	0	1	4	A	MSRA_ECOLI										2524.95																
P0AE45	0	1	1	1	1	1	0	0	1	6	B	YTFL_ECOLI					0.31	15.17	0.0076349	763.49			0.12			0.05			0.29		0.14			0.07	0.07			
P39187	0	0	0	1	0	1	1	0	1	4	G	YTFJ_ECOLI										671.19																
P08331	1	1	0	1	0	1	1	0	1	6	G	CPDB_ECOLI	0.18	5.09E-01	1.95E+02	0.35	0	19.43				1022.77																
P0ACN2	0	0	0	1	0	1	0	0	0	2	B	YTFH_ECOLI																										
P39315	1	0	1	1	0	1	0	0	0	4	A	QOR2_ECOLI	0.23	7.01E-01	2.36E+02	0.37			0.001378	137.8																		
P39314	0	0	0	1	0	0	0	0	0	1	B	YTFF_ECOLI																										
P69506	0	0	1	1	0	1	0	0	0	3	A	RCMNS_ECOLI							0.0023474	234.74																		
P0AAE0	0	0	0	1	0	1	0	0	1	3	B	CYCA_ECOLI																										
P02358	1	1	0	1	1	1	1	0	1	7	A	RS6_ECOLI	3.43	2.68E+03	2.84E+04		176.83	7.132			13860.74	43339.73	0.83	0.5	2.35	1.74		0.05	0.1		1.24	0.5	0.5	0.5	0.83			
P39306	0	0	0	1	0	1	0	0	0	2	A	ULAF_ECOLI																										
P39305	0	0	0	1	0	1	0	0	0	2	A	ULAE_ECOLI																										
P39304	0	0	0	1	0	1	0	0	1	3	A	ULAD_ECOLI																										
P39301	0	0	0	1	0	0	0	0	0	1	B	ULAA_ECOLI																										
P39300	0	0	0	1	0	1	0	0	1	3	A	ULAG_ECOLI																										
P0A9W0	0	0	1	1	0	1	0	0	1	4	A	ULAR_ECOLI							0.0043523	435.23																		
P39298	0	0	0	1	0	1	0	0	1	3	A	YJFP_ECOLI																										
P0AF82	0	0	0	1	0	0	0	0	0	1	G	YJFN_ECOLI																										
P33224	0	0	1	1	0	1	0	0	0	3	A	AIDB_ECOLI							0.010758	1075.8																		
P0AF80	0	0	0	1	0	0	0	0	0	1	B	YJFL_ECOLI																										
P39293	0	0	0	1	0	0	0	0	0	1	A	YJFK_ECOLI																										
P0AF76	0	0	0	1	0	0	0	0	0	1	A	YJFI_ECOLI																										
P63177	1	0	1	1	1	1	1	0	1	7	A	RLMB_ECOLI	0.33	1.15E+00	3.15E+02				0.0098211	982.11		1789.84	0.24		0.12	0.42		0.12		0.26		0.26						
P21499	1	1	1	1	1	1	1	0	1	8	A	RNR_ECOLI	0.29	9.62E-01	2.83E+02		1.09	51.34	0.036361	3636.1			0.18		0.23	0.42		0.15	0.07			0.15		0.04				
P0AF63	0	0	1	1	0	1	0	0	1	4	A	NSRR_ECOLI							0.02294	2294																		
